SMILES,fragment_method-keywords,fragment_method-name,fragment_submitter_name,fragment_submitter_email,fragment_submitter_institution,fragment_method-date,fragment_reference_XChem,fragment_reference_vcid,fragment_reference_SMILES,fragment_notes
CC(=O)c1cccc(NC(=S)NCc2ccc3c(c2)OCO3)c1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x0771_1AS1,x1140_0A",ASAP-VC-13641 ASAP-VC-13645,NC(=O)c1ccc2NCCc2c1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-Fragmenstein-Tris_P1-ridge
O=C(NCc1ccc2c(c1)OCO2)NC[C@H]1CCC(=O)O1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x2149_0AS3,x1140_0A",ASAP-VC-7470 ASAP-VC-13645,Cc1csc(CN[C@H]2CCNC2=O)n1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-Fragmenstein-Tris_P1-ridge
CCS(=O)(CC)=NC(=O)Cc1ccc(=O)[nH]c1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x1919_0AS11,x1498_0A",ASAP-VC-6113 ASAP-VC-13604,CCCOCCS(=O)(=O)NCc1ccc2c(c1)OCO2.OC=1C=CC=CN1,MatteoFerla-Fragmenstein-Tris_P1-ridge
O=C(NCc1ccc(O)cc1)NCc1ccc2c(c1)OCO2,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x2021_0AS2,x1498_0A",ASAP-VC-6077 ASAP-VC-13604,COCCN(C)S(=O)(=O)NCc1ccc2c(c1)OCO2.OC=1C=CC=CN1,MatteoFerla-Fragmenstein-Tris_P1-ridge
CCC(=O)NCCc1ccc(O)cc1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x1919_0AS11,x1498_0A",ASAP-VC-6113 ASAP-VC-13604,CCCOCCS(=O)(=O)NCc1ccc2c(c1)OCO2.OC=1C=CC=CN1,MatteoFerla-Fragmenstein-Tris_P1-ridge
CCCCCCC(=O)NCCc1ccc(O)cc1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x1919_0AS6,x1498_0A",ASAP-VC-6113 ASAP-VC-13604,CCCOCCS(=O)(=O)NCc1ccc2c(c1)OCO2.OC=1C=CC=CN1,MatteoFerla-Fragmenstein-Tris_P1-ridge
COC(=O)[C@H]1CCCN(C(=O)NCCc2ccc(O)cc2)C1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x1329_0A,x1498_0A",ASAP-VC-13627 ASAP-VC-13604,C[C@H]1N(S(=O)(C)=O)CCC[C@H]1C(NC)=O.OC=1C=CC=CN1,MatteoFerla-Fragmenstein-Tris_P1-ridge
O=C(O)c1cccc(CS(=O)(=O)NCc2ccccc2)c1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x0771_1AS1,x1140_0AS5",ASAP-VC-13641 ASAP-VC-13645,NC(=O)c1ccc2NCCc2c1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-Fragmenstein-Tris_P1-ridge
CCN(Cc1cccc(C(N)=O)c1)C(=O)Cc1ccc2c(c1)OCO2,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x0771_1AS1,x1140_0A",ASAP-VC-13641 ASAP-VC-13645,NC(=O)c1ccc2NCCc2c1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-Fragmenstein-Tris_P1-ridge
CCc1ccc(CS(=O)(=O)NCCc2ccccc2O)cc1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x1084_0A,x1604_0AS2",ASAP-VC-13611 ASAP-VC-13664,CS(=O)(=O)Nc1ccc(CN)cc1.CC1(C)OC(=O)C=2C=C(Br)C(O)=CC2O1,MatteoFerla-Fragmenstein-Tris_P1-ridge
C[C@@H](NC(=O)c1cccc(N=S2(=O)CCCC2)c1)c1cccnc1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x2099_0A,x1140_0AS3",ASAP-VC-5892 ASAP-VC-13645,O=c1cc(-c2cccnc2)[nH]c2ccccc12.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-Fragmenstein-Tris_P1-ridge
CCS(=O)(CC)=NC(=O)Cn1cn[nH]c1=O,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x1919_0AS11,x1537_0A",ASAP-VC-6113 ASAP-VC-13651,CCCOCCS(=O)(=O)NCc1ccc2c(c1)OCO2.CC1=NN=NN1,MatteoFerla-Fragmenstein-Tris_P1-ridge
CSc1ccc(NC(=O)NCCOc2ccccc2O)cc1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x1084_0A,x1604_0AS2",ASAP-VC-13611 ASAP-VC-13664,CS(=O)(=O)Nc1ccc(CN)cc1.CC1(C)OC(=O)C=2C=C(Br)C(O)=CC2O1,MatteoFerla-Fragmenstein-Tris_P1-ridge
O=C1NC[C@H]2CN(S(=O)(=O)CCc3ccc4c(c3)CCO4)CCN12,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x2149_0AS6,x1140_0A",ASAP-VC-7470 ASAP-VC-13645,Cc1csc(CN[C@H]2CCNC2=O)n1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-Fragmenstein-Tris_P1-ridge
CCCOCCC(=O)NCCCNc1ccccc1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x1919_0AS6,x0980_0BS1",ASAP-VC-6113 ASAP-VC-13636,CCCOCCS(=O)(=O)NCc1ccc2c(c1)OCO2.Cc1ccc(F)cc1NC(=O)c2ccncc2,MatteoFerla-Fragmenstein-Tris_P1-ridge
NCc1ccc(CC(=O)N[C@@H]2CCC[C@@H](C(=O)O)C2)cc1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x1084_0A,x0771_0AS1",ASAP-VC-13611 ASAP-VC-13641,CS(=O)(=O)Nc1ccc(CN)cc1.NC(=O)c1ccc2NCCc2c1,MatteoFerla-Fragmenstein-Tris_P1-ridge
O=C(NC1CCCC1)C(=O)N(CCOCCO)CCc1ccccc1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x1919_0AS12,x0789_0AS4",ASAP-VC-6113 ASAP-VC-13694,CCCOCCS(=O)(=O)NCc1ccc2c(c1)OCO2.CC1CCOC1C(=O)Nc2cnns2,MatteoFerla-Fragmenstein-Tris_P1-ridge
CCS(=O)(CC)=NC(=O)[C@@H]1COC(=O)C1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x2149_0AS3,x1140_0AS3",ASAP-VC-7470 ASAP-VC-13645,Cc1csc(CN[C@H]2CCNC2=O)n1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-Fragmenstein-Tris_P1-ridge
Cc1ccc(CNS(=O)(=O)Oc2cccc(C(N)=O)c2)cc1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x0771_1AS1,x1140_0AS5",ASAP-VC-13641 ASAP-VC-13645,NC(=O)c1ccc2NCCc2c1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-Fragmenstein-Tris_P1-ridge
CCC(=O)Nc1cccc(C(N)=O)n1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x0771_1AS1,x1140_0AS3",ASAP-VC-13641 ASAP-VC-13645,NC(=O)c1ccc2NCCc2c1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-Fragmenstein-Tris_P1-ridge
CCCOCCC(=O)NCCc1ccc(Cl)nc1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x1919_0AS10,x1498_0A",ASAP-VC-6113 ASAP-VC-13604,CCCOCCS(=O)(=O)NCc1ccc2c(c1)OCO2.OC=1C=CC=CN1,MatteoFerla-Fragmenstein-Tris_P1-ridge
CCCOCCS(=O)(=O)NCc1ccc(O)cc1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x1919_0AS4,x1498_0A",ASAP-VC-6113 ASAP-VC-13604,CCCOCCS(=O)(=O)NCc1ccc2c(c1)OCO2.OC=1C=CC=CN1,MatteoFerla-Fragmenstein-Tris_P1-ridge
CCS(=O)(CC)=NC(=O)[C@H]1CCC(=O)O1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x2149_0AS3,x1140_0AS3",ASAP-VC-7470 ASAP-VC-13645,Cc1csc(CN[C@H]2CCNC2=O)n1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-Fragmenstein-Tris_P1-ridge
C[C@@H](NC(=O)c1cccc(N=S(C)(C)=O)c1)c1cccnc1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x2099_0A,x1140_0AS3",ASAP-VC-5892 ASAP-VC-13645,O=c1cc(-c2cccnc2)[nH]c2ccccc12.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-Fragmenstein-Tris_P1-ridge
O=S(=O)(CCc1ccccc1)Nc1cc(Cl)cc2c1OCC2,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x0771_1A,x1140_0AS5",ASAP-VC-13641 ASAP-VC-13645,NC(=O)c1ccc2NCCc2c1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-Fragmenstein-Tris_P1-ridge
CN(NC(=O)c1cccc(N=S2(=O)CCCC2)c1)c1cnccn1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x2099_0A,x1140_0AS3",ASAP-VC-5892 ASAP-VC-13645,O=c1cc(-c2cccnc2)[nH]c2ccccc12.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-Fragmenstein-Tris_P1-ridge
COC(=O)CN(CC(=O)Nc1ccccc1C(N)=O)Cc1cnn(C)c1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x0771_1AS1,x1052_1A",ASAP-VC-13641 ASAP-VC-13686,NC(=O)c1ccc2NCCc2c1.COC(=O)CNC(=O)c1cc(C)on1,MatteoFerla-Fragmenstein-Tris_P1-ridge
C#CCN(C[C@@H]1CCCO1)C(=O)c1cc(=O)c2ccccc2o1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x2099_0A,x0789_0AS2",ASAP-VC-5892 ASAP-VC-13694,O=c1cc(-c2cccnc2)[nH]c2ccccc12.CC1CCOC1C(=O)Nc2cnns2,MatteoFerla-Fragmenstein-Tris_P1-ridge
CN(C)S(=O)(=O)c1cc(C(=O)O)cc2c1CCC2,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x0771_1A,x1140_0AS1",ASAP-VC-13641 ASAP-VC-13645,NC(=O)c1ccc2NCCc2c1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-Fragmenstein-Tris_P1-ridge
C#CCN(C[C@@H]1CCCO1)C(=O)c1cc(=O)c2ccccc2[nH]1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x2099_0A,x0789_0AS2",ASAP-VC-5892 ASAP-VC-13694,O=c1cc(-c2cccnc2)[nH]c2ccccc12.CC1CCOC1C(=O)Nc2cnns2,MatteoFerla-Fragmenstein-Tris_P1-ridge
CCc1ccc(S(=O)(=O)NCCOc2ccccc2O)cc1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x1084_0A,x1604_0AS2",ASAP-VC-13611 ASAP-VC-13664,CS(=O)(=O)Nc1ccc(CN)cc1.CC1(C)OC(=O)C=2C=C(Br)C(O)=CC2O1,MatteoFerla-Fragmenstein-Tris_P1-ridge
O=S(=O)(CCc1ccc(F)nc1)NCc1ccc2c(c1)CCO2,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x2021_0AS2,x1498_0A",ASAP-VC-6077 ASAP-VC-13604,COCCN(C)S(=O)(=O)NCc1ccc2c(c1)OCO2.OC=1C=CC=CN1,MatteoFerla-Fragmenstein-Tris_P1-ridge
CNS(=O)(=O)NCCOc1ccccc1O,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x1084_0AS3,x1604_0AS2",ASAP-VC-13611 ASAP-VC-13664,CS(=O)(=O)Nc1ccc(CN)cc1.CC1(C)OC(=O)C=2C=C(Br)C(O)=CC2O1,MatteoFerla-Fragmenstein-Tris_P1-ridge
O=C(O)c1cc2c(c(N[C@H]3CCSC3)c1)CCC2,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x0771_1A,x1140_0AS3",ASAP-VC-13641 ASAP-VC-13645,NC(=O)c1ccc2NCCc2c1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-Fragmenstein-Tris_P1-ridge
CNS(=O)(=O)c1cccc(C(N)=O)c1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x0771_1AS1,x1140_0AS1",ASAP-VC-13641 ASAP-VC-13645,NC(=O)c1ccc2NCCc2c1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-Fragmenstein-Tris_P1-ridge
O=C(NCc1ccc(F)nc1)NCc1ccc2c(c1)OCO2,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x2021_0AS2,x1498_0A",ASAP-VC-6077 ASAP-VC-13604,COCCN(C)S(=O)(=O)NCc1ccc2c(c1)OCO2.OC=1C=CC=CN1,MatteoFerla-Fragmenstein-Tris_P1-ridge
CC(C)C(=O)Nc1cc(C(=O)O)cc2c1CCC2,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x0771_1A,x1140_0AS1",ASAP-VC-13641 ASAP-VC-13645,NC(=O)c1ccc2NCCc2c1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-Fragmenstein-Tris_P1-ridge
CCNS(=O)(=O)c1cc(C(=O)O)cc2c1CCC2,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x0771_1A,x1140_0AS1",ASAP-VC-13641 ASAP-VC-13645,NC(=O)c1ccc2NCCc2c1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-Fragmenstein-Tris_P1-ridge
NCc1ccc(NC(=O)N[C@@H]2CCC[C@H](C(N)=O)C2)cc1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x1084_0A,x0771_0AS1",ASAP-VC-13611 ASAP-VC-13641,CS(=O)(=O)Nc1ccc(CN)cc1.NC(=O)c1ccc2NCCc2c1,MatteoFerla-Fragmenstein-Tris_P1-ridge
CCC(=O)Nc1cccc(C(=O)N[C@H](C)c2cccnc2)c1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x2099_0A,x1140_0AS1",ASAP-VC-5892 ASAP-VC-13645,O=c1cc(-c2cccnc2)[nH]c2ccccc12.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-Fragmenstein-Tris_P1-ridge
C[C@H]1CC[C@@H](Oc2ccccc2[C@H]2NC(=O)c3ncccc3N2)CC1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x2099_0A,x0789_0AS3",ASAP-VC-5892 ASAP-VC-13694,O=c1cc(-c2cccnc2)[nH]c2ccccc12.CC1CCOC1C(=O)Nc2cnns2,MatteoFerla-Fragmenstein-Tris_P1-ridge
CCS(=O)(=O)Nc1cc(C(=O)O)cc(C2CC2)c1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x0771_1A,x1140_0AS1",ASAP-VC-13641 ASAP-VC-13645,NC(=O)c1ccc2NCCc2c1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-Fragmenstein-Tris_P1-ridge
CCCOCCS(=O)(=O)NCc1ccc(F)nc1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x1919_0AS4,x1498_0A",ASAP-VC-6113 ASAP-VC-13604,CCCOCCS(=O)(=O)NCc1ccc2c(c1)OCO2.OC=1C=CC=CN1,MatteoFerla-Fragmenstein-Tris_P1-ridge
CN=[S@@](C)(=O)c1cccc(C(N)=O)c1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x0771_1AS1,x1140_0AS1",ASAP-VC-13641 ASAP-VC-13645,NC(=O)c1ccc2NCCc2c1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-Fragmenstein-Tris_P1-ridge
CCCOCCS(=O)(=O)NCCCc1ccc(O)cc1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x1919_0AS4,x1498_0A",ASAP-VC-6113 ASAP-VC-13604,CCCOCCS(=O)(=O)NCc1ccc2c(c1)OCO2.OC=1C=CC=CN1,MatteoFerla-Fragmenstein-Tris_P1-ridge
NC(=O)c1cccc(NC(=O)NCc2ccccc2)n1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x0771_1AS1,x1140_0AS5",ASAP-VC-13641 ASAP-VC-13645,NC(=O)c1ccc2NCCc2c1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-Fragmenstein-Tris_P1-ridge
CCCN(C)S(=O)(=O)NCCc1cccc(F)c1F,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris_P1-ridge,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-06,"x2021_0AS7,x1604_0AS2",ASAP-VC-6077 ASAP-VC-13664,COCCN(C)S(=O)(=O)NCc1ccc2c(c1)OCO2.CC1(C)OC(=O)C=2C=C(Br)C(O)=CC2O1,MatteoFerla-Fragmenstein-Tris_P1-ridge
