SMILES,fragment_method-keywords,fragment_method-name,fragment_submitter_name,fragment_submitter_email,fragment_submitter_institution,fragment_method-date,fragment_reference_XChem,fragment_reference_vcid,fragment_reference_SMILES,fragment_notes
Cc1ccc(F)nc1NC(=O)c1ccccc1COC(C)(C)C,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x1084_0AS3,x0980_0B",ASAP-VC-13611 ASAP-VC-13636,CS(=O)(=O)Nc1ccc(CN)cc1.Cc1ccc(F)cc1NC(=O)c2ccncc2,MatteoFerla-Fragmenstein-Tris
CC(=O)NCC(=O)OCc1ccc2c(c1)CCC2,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x1071_0AS2,x1140_0AS4",ASAP-VC-13589 ASAP-VC-13645,CS(=O)(=O)NCC(=O)N1CCCCC1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-Fragmenstein-Tris
O=C(CCCNC(=O)OCc1ccccc1)NCc1ccc2sccc2c1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x1919_0A,x1285_0BS1",ASAP-VC-6113 ASAP-VC-13643,CCCOCCS(=O)(=O)NCc1ccc2c(c1)OCO2.OC1CCN(Cc2ccsc2)CC1,MatteoFerla-Fragmenstein-Tris
CC#CC(=O)Oc1ccc2c(c1)C(=O)CC(C)(C)O2,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x0771_1AS2,x1604_0A",ASAP-VC-13641 ASAP-VC-13664,NC(=O)c1ccc2NCCc2c1.CC1(C)OC(=O)C=2C=C(Br)C(O)=CC2O1,MatteoFerla-Fragmenstein-Tris
CS(=O)(=O)CCC(=O)N1CCC2(CCCCC2)CC1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x1071_0A,x1083_0A",ASAP-VC-13589 ASAP-VC-13605,CS(=O)(=O)NCC(=O)N1CCCCC1.CS(=O)(=O)N1CCC(O)CC1,MatteoFerla-Fragmenstein-Tris
COC(=O)[C@@H]1CCN(C(=O)CCc2n[nH]c3ccccc23)C[C@@H]1C,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x1329_0AS2,x1594_0A",ASAP-VC-13627 ASAP-VC-13680,C[C@H]1N(S(=O)(C)=O)CCC[C@H]1C(NC)=O.NC1=NN=C2C=CC=CN12,MatteoFerla-Fragmenstein-Tris
NC(=NCCc1ccc(O)cc1)N1CCOCC1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x1071_0AS4,x1498_0A",ASAP-VC-13589 ASAP-VC-13604,CS(=O)(=O)NCC(=O)N1CCCCC1.OC=1C=CC=CN1,MatteoFerla-Fragmenstein-Tris
NCCCN1CCc2ccc(-c3ccccc3)cc2C1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x2099_0A,x0771_0A",ASAP-VC-5892 ASAP-VC-13641,O=c1cc(-c2cccnc2)[nH]c2ccccc12.NC(=O)c1ccc2NCCc2c1,MatteoFerla-Fragmenstein-Tris
CC#CCCC(=O)NCc1ccc2c(c1)CC[C@H]2NC(=O)c1cncc(C)n1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x1919_0A,x1247_0A",ASAP-VC-6113 ASAP-VC-13629,CCCOCCS(=O)(=O)NCc1ccc2c(c1)OCO2.Cc1cccc(NC(=O)[C@@H]2CCCN2)n1,MatteoFerla-Fragmenstein-Tris
CC(=O)N1C[C@@H]2C[C@]2(C(=O)O)C1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x1332_1AS2,x0980_0BS4",ASAP-VC-13598 ASAP-VC-13636,O=C([C@@H]1[C@@H](C2=CC=CC=C2)CN(C(C)=O)C1)O.Cc1ccc(F)cc1NC(=O)c2ccncc2,MatteoFerla-Fragmenstein-Tris
O=C(NCc1ccccc1)c1ccc(NCc2ccc3c(c2)CCO3)cc1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x2099_0A,x1140_0AS2",ASAP-VC-5892 ASAP-VC-13645,O=c1cc(-c2cccnc2)[nH]c2ccccc12.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-Fragmenstein-Tris
NC(=O)CCCCC(=O)OCc1ccoc1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x1919_0AS4,x1285_0BS1",ASAP-VC-6113 ASAP-VC-13643,CCCOCCS(=O)(=O)NCc1ccc2c(c1)OCO2.OC1CCN(Cc2ccsc2)CC1,MatteoFerla-Fragmenstein-Tris
COC(=O)[C@@H]1CCN(C(=O)CCc2cncs2)C[C@@H]1C,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x1329_0AS2,x0789_0AS1",ASAP-VC-13627 ASAP-VC-13694,C[C@H]1N(S(=O)(C)=O)CCC[C@H]1C(NC)=O.CC1CCOC1C(=O)Nc2cnns2,MatteoFerla-Fragmenstein-Tris
CC(C)(C)OC(=O)[C@H](NC(=O)CNC(=O)c1ccncc1)C1CCCCC1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x1071_0A,x0980_0BS4",ASAP-VC-13589 ASAP-VC-13636,CS(=O)(=O)NCC(=O)N1CCCCC1.Cc1ccc(F)cc1NC(=O)c2ccncc2,MatteoFerla-Fragmenstein-Tris
CCS(=O)(=O)NCc1ccc(C(=O)NNC=O)cc1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x0130_0AS3,x1140_0A",ASAP-VC-13657 ASAP-VC-13645,CCNCc1cccc2[nH]ccc12.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-Fragmenstein-Tris
CC(C)[C@@H]1CCC[C@@H](NC(=O)Cc2ccc(CN)cc2)C1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x1084_0A,x0771_0AS1",ASAP-VC-13611 ASAP-VC-13641,CS(=O)(=O)Nc1ccc(CN)cc1.NC(=O)c1ccc2NCCc2c1,MatteoFerla-Fragmenstein-Tris
NC(=O)c1ccc(CNc2ccc3c(c2)OCC3)cc1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x0771_1AS1,x1140_0AS2",ASAP-VC-13641 ASAP-VC-13645,NC(=O)c1ccc2NCCc2c1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-Fragmenstein-Tris
COC(=O)c1ccccc1CCNC(C)=O,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x1084_0AS1,x0980_0BS4",ASAP-VC-13611 ASAP-VC-13636,CS(=O)(=O)Nc1ccc(CN)cc1.Cc1ccc(F)cc1NC(=O)c2ccncc2,MatteoFerla-Fragmenstein-Tris
CS(=O)(=O)CCC(=O)N1CCC2(CCCOC2)CC1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x1071_0A,x1083_0A",ASAP-VC-13589 ASAP-VC-13605,CS(=O)(=O)NCC(=O)N1CCCCC1.CS(=O)(=O)N1CCC(O)CC1,MatteoFerla-Fragmenstein-Tris
CS(=O)(=O)CCC(=O)N1CCC2(CCSCC2)CC1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x1071_0A,x1083_0A",ASAP-VC-13589 ASAP-VC-13605,CS(=O)(=O)NCC(=O)N1CCCCC1.CS(=O)(=O)N1CCC(O)CC1,MatteoFerla-Fragmenstein-Tris
CCOCCCCS(=O)(=O)NCc1ccc2ccoc2c1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x1071_0AS5,x1140_0A",ASAP-VC-13589 ASAP-VC-13645,CS(=O)(=O)NCC(=O)N1CCCCC1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-Fragmenstein-Tris
CC(C)(C)SCC(=O)N1CCC(N2CCC[C@@H]2C(N)=O)CC1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x1071_0A,x1247_0AS4",ASAP-VC-13589 ASAP-VC-13629,CS(=O)(=O)NCC(=O)N1CCCCC1.Cc1cccc(NC(=O)[C@@H]2CCCN2)n1,MatteoFerla-Fragmenstein-Tris
C[C@@H](CS(C)(=O)=O)C(=O)NCc1ccc2c(c1)CCC2,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x1071_0AS2,x1140_0A",ASAP-VC-13589 ASAP-VC-13645,CS(=O)(=O)NCC(=O)N1CCCCC1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-Fragmenstein-Tris
Cc1ccc(C)c(NC(=O)c2ccccc2COC(C)(C)C)c1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x1084_0AS3,x0980_0B",ASAP-VC-13611 ASAP-VC-13636,CS(=O)(=O)Nc1ccc(CN)cc1.Cc1ccc(F)cc1NC(=O)c2ccncc2,MatteoFerla-Fragmenstein-Tris
C=C(CCOC(C)=O)c1ccc2c(c1)C(=O)CC(C)(C)O2,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x1084_0AS1,x1604_0A",ASAP-VC-13611 ASAP-VC-13664,CS(=O)(=O)Nc1ccc(CN)cc1.CC1(C)OC(=O)C=2C=C(Br)C(O)=CC2O1,MatteoFerla-Fragmenstein-Tris
CC[C@]1(NC(=O)c2ccc3c(c2)OCO3)CCCN(C(=O)c2ccccc2)C1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x1919_0AS2,x0980_0BS4",ASAP-VC-6113 ASAP-VC-13636,CCCOCCS(=O)(=O)NCc1ccc2c(c1)OCO2.Cc1ccc(F)cc1NC(=O)c2ccncc2,MatteoFerla-Fragmenstein-Tris
C[S@@](=O)NCCc1cncc(Br)c1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x1084_0AS1,x0980_0BS5",ASAP-VC-13611 ASAP-VC-13636,CS(=O)(=O)Nc1ccc(CN)cc1.Cc1ccc(F)cc1NC(=O)c2ccncc2,MatteoFerla-Fragmenstein-Tris
O=C(NCCN1C(=O)CCCC1=O)c1cc(=O)c2ccccc2[nH]1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x2099_0A,x0980_0BS2",ASAP-VC-5892 ASAP-VC-13636,O=c1cc(-c2cccnc2)[nH]c2ccccc12.Cc1ccc(F)cc1NC(=O)c2ccncc2,MatteoFerla-Fragmenstein-Tris
CC(=O)N1C[C@H]2COC(=O)[C@H]2C1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x1332_1AS2,x0980_0BS4",ASAP-VC-13598 ASAP-VC-13636,O=C([C@@H]1[C@@H](C2=CC=CC=C2)CN(C(C)=O)C1)O.Cc1ccc(F)cc1NC(=O)c2ccncc2,MatteoFerla-Fragmenstein-Tris
CC[C@@H](C)NCCc1ccc(O)cc1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x1919_0AS11,x1498_0A",ASAP-VC-6113 ASAP-VC-13604,CCCOCCS(=O)(=O)NCc1ccc2c(c1)OCO2.OC=1C=CC=CN1,MatteoFerla-Fragmenstein-Tris
CCCOCC(=O)N(CCc1ccccc1)CCc1ccncc1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x1919_0AS12,x0980_0BS5",ASAP-VC-6113 ASAP-VC-13636,CCCOCCS(=O)(=O)NCc1ccc2c(c1)OCO2.Cc1ccc(F)cc1NC(=O)c2ccncc2,MatteoFerla-Fragmenstein-Tris
CS(=O)(=O)CC[C@@H](C(=O)NCc1cnns1)c1ccccc1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x1071_0A,x0789_0AS1",ASAP-VC-13589 ASAP-VC-13694,CS(=O)(=O)NCC(=O)N1CCCCC1.CC1CCOC1C(=O)Nc2cnns2,MatteoFerla-Fragmenstein-Tris
NCc1ccc(NC(=O)NCCc2ccncc2)cc1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x1084_0A,x0980_0BS5",ASAP-VC-13611 ASAP-VC-13636,CS(=O)(=O)Nc1ccc(CN)cc1.Cc1ccc(F)cc1NC(=O)c2ccncc2,MatteoFerla-Fragmenstein-Tris
O=C(O)c1ccc2c(c1)CC[C@H]2NCc1ccc2c(c1)OCCO2,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x0771_1A,x1140_0AS4",ASAP-VC-13641 ASAP-VC-13645,NC(=O)c1ccc2NCCc2c1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-Fragmenstein-Tris
O=C(NCCc1ccc(O)cc1)NCc1ccc2occc2c1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x1919_0AS2,x1498_0A",ASAP-VC-6113 ASAP-VC-13604,CCCOCCS(=O)(=O)NCc1ccc2c(c1)OCO2.OC=1C=CC=CN1,MatteoFerla-Fragmenstein-Tris
C#CCOCCN(CCc1ccccc1)CCc1ccncc1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x1919_0AS12,x0980_0BS5",ASAP-VC-6113 ASAP-VC-13636,CCCOCCS(=O)(=O)NCc1ccc2c(c1)OCO2.Cc1ccc(F)cc1NC(=O)c2ccncc2,MatteoFerla-Fragmenstein-Tris
Cc1nnn(CCN[C@H]2CC[C@@H](N)CC2)n1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x1071_0AS1,x1537_0A",ASAP-VC-13589 ASAP-VC-13651,CS(=O)(=O)NCC(=O)N1CCCCC1.CC1=NN=NN1,MatteoFerla-Fragmenstein-Tris
NCC(=O)N1C[C@@H]2c3ccccc3OC[C@]2(C(=O)O)C1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x1332_1A,x0789_0AS4",ASAP-VC-13598 ASAP-VC-13694,O=C([C@@H]1[C@@H](C2=CC=CC=C2)CN(C(C)=O)C1)O.CC1CCOC1C(=O)Nc2cnns2,MatteoFerla-Fragmenstein-Tris
NC(=O)c1ccc(NCc2ccc3c(c2)CCO3)cc1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x0771_1AS1,x1140_0AS2",ASAP-VC-13641 ASAP-VC-13645,NC(=O)c1ccc2NCCc2c1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-Fragmenstein-Tris
CP(C)(=O)CNC(=O)c1ccon1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x1071_0AS5,x1052_1AS2",ASAP-VC-13589 ASAP-VC-13686,CS(=O)(=O)NCC(=O)N1CCCCC1.COC(=O)CNC(=O)c1cc(C)on1,MatteoFerla-Fragmenstein-Tris
CC(C)(C)C=CC(=O)N1CCC(N2CCC[C@H]2C(N)=O)CC1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x1071_0A,x1247_0AS4",ASAP-VC-13589 ASAP-VC-13629,CS(=O)(=O)NCC(=O)N1CCCCC1.Cc1cccc(NC(=O)[C@@H]2CCCN2)n1,MatteoFerla-Fragmenstein-Tris
CC(=O)N1C[C@@H](CC(=O)O)[C@H](C)C1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x1332_1AS2,x0980_0BS4",ASAP-VC-13598 ASAP-VC-13636,O=C([C@@H]1[C@@H](C2=CC=CC=C2)CN(C(C)=O)C1)O.Cc1ccc(F)cc1NC(=O)c2ccncc2,MatteoFerla-Fragmenstein-Tris
COC(=O)[C@@H]1CCN(CCCc2scnc2C)C[C@@H]1C,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x1329_0AS2,x0789_0AS1",ASAP-VC-13627 ASAP-VC-13694,C[C@H]1N(S(=O)(C)=O)CCC[C@H]1C(NC)=O.CC1CCOC1C(=O)Nc2cnns2,MatteoFerla-Fragmenstein-Tris
CCOC(=O)CNS(=O)(=O)N1CCC[C@@H](C(=O)OC)[C@H]1C,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x1329_0A,x1052_1AS1",ASAP-VC-13627 ASAP-VC-13686,C[C@H]1N(S(=O)(C)=O)CCC[C@H]1C(NC)=O.COC(=O)CNC(=O)c1cc(C)on1,MatteoFerla-Fragmenstein-Tris
Cc1csc(Sc2ccccc2O)n1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x2149_0AS1,x1498_0A",ASAP-VC-7470 ASAP-VC-13604,Cc1csc(CN[C@H]2CCNC2=O)n1.OC=1C=CC=CN1,MatteoFerla-Fragmenstein-Tris
Cc1csc(Nc2ccccc2C)n1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x2149_0AS1,x1498_0A",ASAP-VC-7470 ASAP-VC-13604,Cc1csc(CN[C@H]2CCNC2=O)n1.OC=1C=CC=CN1,MatteoFerla-Fragmenstein-Tris
Cc1csc(Nc2ccccc2)n1,"Fragmenstein,de-novo,merger,analog-by-catalog,linker",Fragmenstein-Tris,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,Nowehere,2023-09-05,"x2149_0AS1,x1498_0A",ASAP-VC-7470 ASAP-VC-13604,Cc1csc(CN[C@H]2CCNC2=O)n1.OC=1C=CC=CN1,MatteoFerla-Fragmenstein-Tris
