SMILES,fragment_method-keywords,fragment_method-name,fragment_submitter_name,fragment_submitter_email,fragment_submitter_institution,fragment_method-date,fragment_reference_XChem,fragment_reference_vcid,fragment_reference_SMILES,fragment_notes
NS(=O)(=O)[C@@H]1CCN(Cc2conc2Br)C1,"Arthor,catalog-enumeration,linker",Arthorian Quest - sulfonamide,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1594,x1604,x1140",ASAP-VC-13680 ASAP-VC-13664 ASAP-VC-13645,NC1=NN=C2C=CC=CN12.CC1(C)OC(=O)C=2C=C(Br)C(O)=CC2O1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-ArthorianQuest-sulfonamide
CCN1CCC[C@@H]([C@@H](N)c2cnsc2Br)S1(=O)=O,"Arthor,catalog-enumeration,linker",Arthorian Quest - sulfonamide,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1594,x1604,x1140",ASAP-VC-13680 ASAP-VC-13664 ASAP-VC-13645,NC1=NN=C2C=CC=CN12.CC1(C)OC(=O)C=2C=C(Br)C(O)=CC2O1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-ArthorianQuest-sulfonamide
CN1CCC[C@H]([C@@H](O)c2cnsc2Br)S1(=O)=O,"Arthor,catalog-enumeration,linker",Arthorian Quest - sulfonamide,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1594,x1604,x1140",ASAP-VC-13680 ASAP-VC-13664 ASAP-VC-13645,NC1=NN=C2C=CC=CN12.CC1(C)OC(=O)C=2C=C(Br)C(O)=CC2O1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-ArthorianQuest-sulfonamide
CN1C[C@H](NCc2nnsc2N)CCS1(=O)=O,"Arthor,catalog-enumeration,linker",Arthorian Quest - sulfonamide,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1594,x1604,x1140",ASAP-VC-13680 ASAP-VC-13664 ASAP-VC-13645,NC1=NN=C2C=CC=CN12.CC1(C)OC(=O)C=2C=C(Br)C(O)=CC2O1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-ArthorianQuest-sulfonamide
NS(=O)(=O)[C@H]1CCN(Cc2nnsc2Cl)C1,"Arthor,catalog-enumeration,linker",Arthorian Quest - sulfonamide,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1594,x1604,x1140",ASAP-VC-13680 ASAP-VC-13664 ASAP-VC-13645,NC1=NN=C2C=CC=CN12.CC1(C)OC(=O)C=2C=C(Br)C(O)=CC2O1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-ArthorianQuest-sulfonamide
NS(=O)(=O)[C@H]1CCN(Cc2nnsc2Cl)C1,"Arthor,catalog-enumeration,linker",Arthorian Quest - sulfonamide,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1594,x1604,x1140",ASAP-VC-13680 ASAP-VC-13664 ASAP-VC-13645,NC1=NN=C2C=CC=CN12.CC1(C)OC(=O)C=2C=C(Br)C(O)=CC2O1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-ArthorianQuest-sulfonamide
CN1C[C@H](NCc2conc2Br)CCS1(=O)=O,"Arthor,catalog-enumeration,linker",Arthorian Quest - sulfonamide,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1594,x1604,x1140",ASAP-VC-13680 ASAP-VC-13664 ASAP-VC-13645,NC1=NN=C2C=CC=CN12.CC1(C)OC(=O)C=2C=C(Br)C(O)=CC2O1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-ArthorianQuest-sulfonamide
NS(=O)(=O)C1CCN(Cc2cnsc2Br)CC1,"Arthor,catalog-enumeration,linker",Arthorian Quest - sulfonamide,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1594,x1604,x1140",ASAP-VC-13680 ASAP-VC-13664 ASAP-VC-13645,NC1=NN=C2C=CC=CN12.CC1(C)OC(=O)C=2C=C(Br)C(O)=CC2O1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-ArthorianQuest-sulfonamide
NS(=O)(=O)C1CCN(C(=O)c2csnc2Br)CC1,"Arthor,catalog-enumeration,linker",Arthorian Quest - sulfonamide,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1594,x1604,x1140",ASAP-VC-13680 ASAP-VC-13664 ASAP-VC-13645,NC1=NN=C2C=CC=CN12.CC1(C)OC(=O)C=2C=C(Br)C(O)=CC2O1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-ArthorianQuest-sulfonamide
CN1C[C@H](OCc2nnsc2N)CCS1(=O)=O,"Arthor,catalog-enumeration,linker",Arthorian Quest - sulfonamide,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1594,x1604,x1140",ASAP-VC-13680 ASAP-VC-13664 ASAP-VC-13645,NC1=NN=C2C=CC=CN12.CC1(C)OC(=O)C=2C=C(Br)C(O)=CC2O1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-ArthorianQuest-sulfonamide
O=C(NCc1conc1Br)[C@H]1CCCNS1(=O)=O,"Arthor,catalog-enumeration,linker",Arthorian Quest - sulfonamide,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1594,x1604,x1140",ASAP-VC-13680 ASAP-VC-13664 ASAP-VC-13645,NC1=NN=C2C=CC=CN12.CC1(C)OC(=O)C=2C=C(Br)C(O)=CC2O1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-ArthorianQuest-sulfonamide
CCN1CC[C@H]([C@@H](Br)c2cnsc2Br)S1(=O)=O,"Arthor,catalog-enumeration,linker",Arthorian Quest - sulfonamide,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1594,x1604,x1140",ASAP-VC-13680 ASAP-VC-13664 ASAP-VC-13645,NC1=NN=C2C=CC=CN12.CC1(C)OC(=O)C=2C=C(Br)C(O)=CC2O1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-ArthorianQuest-sulfonamide
Cn1nnc(Br)c1CN[C@H]1CCNS(=O)(=O)C1,"Arthor,catalog-enumeration,linker",Arthorian Quest - sulfonamide,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1594,x1604,x1140",ASAP-VC-13680 ASAP-VC-13664 ASAP-VC-13645,NC1=NN=C2C=CC=CN12.CC1(C)OC(=O)C=2C=C(Br)C(O)=CC2O1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-ArthorianQuest-sulfonamide
NS(=O)(=O)[C@@H]1CCCN(Cc2cnsc2Br)C1,"Arthor,catalog-enumeration,linker",Arthorian Quest - sulfonamide,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1594,x1604,x1140",ASAP-VC-13680 ASAP-VC-13664 ASAP-VC-13645,NC1=NN=C2C=CC=CN12.CC1(C)OC(=O)C=2C=C(Br)C(O)=CC2O1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-ArthorianQuest-sulfonamide
NS(=O)(=O)[C@@H]1CCCN(Cc2cnsc2Br)C1,"Arthor,catalog-enumeration,linker",Arthorian Quest - sulfonamide,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1594,x1604,x1140",ASAP-VC-13680 ASAP-VC-13664 ASAP-VC-13645,NC1=NN=C2C=CC=CN12.CC1(C)OC(=O)C=2C=C(Br)C(O)=CC2O1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-ArthorianQuest-sulfonamide
Nc1snnc1CN[C@H]1CCS(=O)(=O)NC1,"Arthor,catalog-enumeration,linker",Arthorian Quest - sulfonamide,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1594,x1604,x1140",ASAP-VC-13680 ASAP-VC-13664 ASAP-VC-13645,NC1=NN=C2C=CC=CN12.CC1(C)OC(=O)C=2C=C(Br)C(O)=CC2O1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-ArthorianQuest-sulfonamide
CCN1CCC[C@@H]([C@H](N)c2c(C)nsc2Br)S1(=O)=O,"Arthor,catalog-enumeration,linker",Arthorian Quest - sulfonamide,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1594,x1604,x1140",ASAP-VC-13680 ASAP-VC-13664 ASAP-VC-13645,NC1=NN=C2C=CC=CN12.CC1(C)OC(=O)C=2C=C(Br)C(O)=CC2O1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-ArthorianQuest-sulfonamide
C[C@@H](Cn1nnnc1N)S(N)(=O)=O,"Arthor,catalog-enumeration,linker",Arthorian Quest - sulfonamide,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1594,x1604,x1140",ASAP-VC-13680 ASAP-VC-13664 ASAP-VC-13645,NC1=NN=C2C=CC=CN12.CC1(C)OC(=O)C=2C=C(Br)C(O)=CC2O1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-ArthorianQuest-sulfonamide
CCN1CCC[C@@H]([C@H](O)c2csnc2Br)S1(=O)=O,"Arthor,catalog-enumeration,linker",Arthorian Quest - sulfonamide,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1594,x1604,x1140",ASAP-VC-13680 ASAP-VC-13664 ASAP-VC-13645,NC1=NN=C2C=CC=CN12.CC1(C)OC(=O)C=2C=C(Br)C(O)=CC2O1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-ArthorianQuest-sulfonamide
NS(=O)(=O)C[C@@H]1CCCN(c2nsnc2Cl)C1,"Arthor,catalog-enumeration,linker",Arthorian Quest - sulfonamide,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1594,x1604,x1140",ASAP-VC-13680 ASAP-VC-13664 ASAP-VC-13645,NC1=NN=C2C=CC=CN12.CC1(C)OC(=O)C=2C=C(Br)C(O)=CC2O1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-ArthorianQuest-sulfonamide
CN1CCC[C@@H]([C@H](NN)c2cnsc2Br)S1(=O)=O,"Arthor,catalog-enumeration,linker",Arthorian Quest - sulfonamide,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1594,x1604,x1140",ASAP-VC-13680 ASAP-VC-13664 ASAP-VC-13645,NC1=NN=C2C=CC=CN12.CC1(C)OC(=O)C=2C=C(Br)C(O)=CC2O1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-ArthorianQuest-sulfonamide
CS(=O)(=O)N1CCC[C@H]1Cn1cnnc1Cl,"Arthor,catalog-enumeration,linker",Arthorian Quest - sulfonamide,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1594,x1604,x1140",ASAP-VC-13680 ASAP-VC-13664 ASAP-VC-13645,NC1=NN=C2C=CC=CN12.CC1(C)OC(=O)C=2C=C(Br)C(O)=CC2O1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-ArthorianQuest-sulfonamide
CN(Cc1c(Br)nnn1C)[C@H]1CNS(=O)(=O)C1,"Arthor,catalog-enumeration,linker",Arthorian Quest - sulfonamide,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1594,x1604,x1140",ASAP-VC-13680 ASAP-VC-13664 ASAP-VC-13645,NC1=NN=C2C=CC=CN12.CC1(C)OC(=O)C=2C=C(Br)C(O)=CC2O1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-ArthorianQuest-sulfonamide
C[C@@H](Cn1nnnc1N)S(N)(=O)=O,"Arthor,catalog-enumeration,linker",Arthorian Quest - sulfonamide,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1594,x1604,x1140",ASAP-VC-13680 ASAP-VC-13664 ASAP-VC-13645,NC1=NN=C2C=CC=CN12.CC1(C)OC(=O)C=2C=C(Br)C(O)=CC2O1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-ArthorianQuest-sulfonamide
Cn1nnc(Br)c1CN1CC[C@H](S(N)(=O)=O)C1,"Arthor,catalog-enumeration,linker",Arthorian Quest - sulfonamide,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1594,x1604,x1140",ASAP-VC-13680 ASAP-VC-13664 ASAP-VC-13645,NC1=NN=C2C=CC=CN12.CC1(C)OC(=O)C=2C=C(Br)C(O)=CC2O1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-ArthorianQuest-sulfonamide
C[C@@H](Cn1nnnc1N)S(N)(=O)=O,"Arthor,catalog-enumeration,linker",Arthorian Quest - sulfonamide,Matteo Ferla,matteo.ferla@stats.ox.ac.uk,University of Oxford,2023-01-01,"x1594,x1604,x1140",ASAP-VC-13680 ASAP-VC-13664 ASAP-VC-13645,NC1=NN=C2C=CC=CN12.CC1(C)OC(=O)C=2C=C(Br)C(O)=CC2O1.CCS(=O)(=O)NCc1ccc2OCOc2c1,MatteoFerla-ArthorianQuest-sulfonamide
